,sensor_type,sensor_value
228,heart_rate,15.4855
229,heart_rate,21.0605
230,heart_rate,29.8843
231,heart_rate,33.7284
232,heart_rate,44.0988
233,heart_rate,65.5072
234,heart_rate,63.7091
235,heart_rate,8.5441
236,heart_rate,26.8849
237,heart_rate,27.1196
238,heart_rate,44.4635
239,heart_rate,47.0576
240,heart_rate,66.9652
241,heart_rate,39.0134
242,heart_rate,69.9118
243,heart_rate,57.8449
244,heart_rate,41.7412
245,heart_rate,39.6595
246,heart_rate,52.0939
247,heart_rate,68.3051
248,heart_rate,47.4629
249,heart_rate,58.0305
250,heart_rate,4.7824
251,heart_rate,67.6797
252,heart_rate,6.0938
253,heart_rate,71.4759
254,heart_rate,10.4327
255,heart_rate,45.5612
256,heart_rate,69.8173
257,heart_rate,34.5197
258,heart_rate,4.6685
259,heart_rate,57.2735
260,heart_rate,14.1131
261,heart_rate,37.2953
262,heart_rate,25.8536
263,heart_rate,45.3288
264,heart_rate,15.2225
265,heart_rate,35.1698
266,heart_rate,13.8873
267,heart_rate,30.834
268,heart_rate,51.5683
269,heart_rate,56.4755
270,heart_rate,22.7755
271,heart_rate,48.6541
272,heart_rate,47.8166
273,heart_rate,3.0832
274,heart_rate,39.6617
275,heart_rate,49.8762
276,heart_rate,24.1137
277,heart_rate,36.5057
278,heart_rate,70.211
279,heart_rate,5.9561
280,heart_rate,66.5818
281,heart_rate,31.7104
282,heart_rate,12.1181
283,heart_rate,69.9714
284,heart_rate,12.4619
285,heart_rate,50.4627
286,heart_rate,27.4693
287,heart_rate,66.6367
288,heart_rate,7.9865
289,heart_rate,57.4234
290,heart_rate,22.8233
291,heart_rate,13.7225
292,heart_rate,30.9978
293,heart_rate,47.6799
294,heart_rate,46.5724
295,heart_rate,4.2239
296,heart_rate,64.4926
297,heart_rate,64.8232
298,heart_rate,60.8512
299,heart_rate,42.8248
300,heart_rate,12.7931
301,heart_rate,33.5084
302,heart_rate,25.0064
303,heart_rate,55.067
304,heart_rate,42.4065
305,heart_rate,14.1119
306,heart_rate,61.6771
307,heart_rate,10.412
308,heart_rate,38.38
309,heart_rate,69.3593
310,heart_rate,50.2709
311,heart_rate,17.0227
312,heart_rate,5.7773
313,heart_rate,68.1762
314,heart_rate,37.6554
315,heart_rate,73.9261
316,heart_rate,21.2193
317,heart_rate,56.3062
318,heart_rate,39.3367
319,heart_rate,54.0604
320,heart_rate,43.1689
321,heart_rate,27.2889
322,heart_rate,65.0691
323,heart_rate,36.4752
324,heart_rate,18.235
325,heart_rate,10.4467
326,heart_rate,62.7753
327,heart_rate,11.4158
328,heart_rate,34.4301
329,heart_rate,71.4442
330,heart_rate,43.1556
331,heart_rate,8.7835
332,heart_rate,24.9037
333,heart_rate,10.3243
334,heart_rate,69.268
335,heart_rate,37.9606
336,heart_rate,4.7519
337,heart_rate,6.3783
338,heart_rate,26.9932
339,heart_rate,67.7309
340,heart_rate,26.2128
341,heart_rate,22.0989
342,heart_rate,72.2097
343,heart_rate,47.1635
344,heart_rate,9.9974
345,heart_rate,56.5509
346,heart_rate,22.9336
347,heart_rate,32.8818
348,heart_rate,70.9023
349,heart_rate,69.9747
350,heart_rate,74.6566
351,heart_rate,27.3967
352,heart_rate,57.8701
353,heart_rate,45.8565
354,heart_rate,50.1038
355,heart_rate,0.6248
356,heart_rate,23.1828
357,heart_rate,14.2524
358,heart_rate,6.3974
359,heart_rate,68.8349
360,heart_rate,57.382
361,heart_rate,67.4656
362,heart_rate,11.0016
363,heart_rate,36.1191
364,heart_rate,29.0545
365,heart_rate,70.8306
366,heart_rate,30.0273
367,heart_rate,5.9179
368,heart_rate,17.5325
369,heart_rate,23.5883
370,heart_rate,38.8247
371,heart_rate,15.2612
372,heart_rate,52.4817
373,heart_rate,49.6664
374,heart_rate,9.9644
375,heart_rate,30.1067
376,heart_rate,60.362
377,heart_rate,52.3136
378,heart_rate,51.2121
379,heart_rate,1.1361
380,heart_rate,66.5857
381,heart_rate,13.6222
382,heart_rate,11.9805
383,heart_rate,27.7512
384,heart_rate,55.2281
385,heart_rate,28.1604
386,heart_rate,11.6598
387,heart_rate,24.4334
388,heart_rate,4.7132
389,heart_rate,60.7403
390,heart_rate,6.5496
391,heart_rate,6.7466
392,heart_rate,59.8619
393,heart_rate,54.8846
394,heart_rate,23.8629
395,heart_rate,40.6462
396,heart_rate,1.9973
397,heart_rate,25.4467
398,heart_rate,64.9357
399,heart_rate,22.673
400,heart_rate,59.8742
401,heart_rate,54.8577
402,heart_rate,25.9558
403,heart_rate,9.8872
404,heart_rate,49.6197
405,heart_rate,12.7201
406,heart_rate,20.6613
407,heart_rate,29.6171
408,heart_rate,12.3681
409,heart_rate,44.4948
410,heart_rate,69.8219
411,heart_rate,35.423
412,heart_rate,57.1715
413,heart_rate,61.2623
414,heart_rate,18.666
415,heart_rate,63.7827
416,heart_rate,60.4769
417,heart_rate,16.2773
418,heart_rate,8.4568
419,heart_rate,41.8476
420,heart_rate,30.5636
421,heart_rate,11.8854
422,heart_rate,57.8526
423,heart_rate,55.9446
424,heart_rate,39.1363
425,heart_rate,14.4439
426,heart_rate,38.1362
427,heart_rate,25.0908
428,heart_rate,0.7954
429,heart_rate,19.3354
430,heart_rate,16.4358
431,heart_rate,52.0749
432,heart_rate,44.3108
433,heart_rate,5.9836
434,heart_rate,61.3986
435,heart_rate,7.4383
436,heart_rate,26.538
437,heart_rate,44.2058
438,heart_rate,27.7784
439,heart_rate,67.978
440,heart_rate,58.7666
441,heart_rate,57.128
442,heart_rate,61.5982
443,heart_rate,23.5181
444,heart_rate,58.2475
445,heart_rate,64.0479
446,heart_rate,45.3461
447,heart_rate,38.3972
448,heart_rate,59.0433
449,heart_rate,21.124
450,heart_rate,48.0578
451,heart_rate,14.829
452,heart_rate,35.4504
453,heart_rate,56.8108
454,heart_rate,74.9781
455,heart_rate,27.1684
456,heart_rate,21.2817
457,heart_rate,14.6844
458,heart_rate,54.3057
459,heart_rate,29.8512
460,heart_rate,21.8652
461,heart_rate,72.7643
462,heart_rate,71.3712
463,heart_rate,37.8311
464,heart_rate,28.9974
465,heart_rate,19.7896
466,heart_rate,35.47
467,heart_rate,50.6966
468,heart_rate,10.4276
469,heart_rate,49.0525
470,heart_rate,19.3145
471,heart_rate,44.2415
472,heart_rate,17.3339
473,heart_rate,16.9413
474,heart_rate,24.7686
475,heart_rate,42.1302
476,heart_rate,55.8717
477,heart_rate,33.7309
478,heart_rate,49.605
479,heart_rate,11.0944
480,heart_rate,47.4753
481,heart_rate,46.9948
482,heart_rate,39.5989
483,heart_rate,4.821
484,heart_rate,3.1663
485,heart_rate,50.4373
486,heart_rate,41.2543
487,heart_rate,19.7161
488,heart_rate,12.0636
489,heart_rate,23.0893
490,heart_rate,20.6956
491,heart_rate,23.2174
492,heart_rate,27.8114
493,heart_rate,70.6545
494,heart_rate,65.4794
495,heart_rate,21.8796
496,heart_rate,63.6263
497,heart_rate,39.8008
498,heart_rate,9.8565
499,heart_rate,14.4876
500,heart_rate,62.019
501,heart_rate,15.6682
502,heart_rate,10.0552
503,heart_rate,49.1715
504,heart_rate,5.8116
505,heart_rate,71.234
506,heart_rate,9.0137
507,heart_rate,27.1825
508,heart_rate,59.4298
509,heart_rate,6.78
510,heart_rate,5.1326
511,heart_rate,63.6958
512,heart_rate,0.4277
513,heart_rate,11.019
514,heart_rate,46.7024
515,heart_rate,56.927
516,heart_rate,55.4222
517,heart_rate,9.5789
518,heart_rate,15.5952
519,heart_rate,30.2269
520,heart_rate,70.6548
521,heart_rate,49.7497
522,heart_rate,15.6407
523,heart_rate,58.4624
524,heart_rate,1.5469
525,heart_rate,41.9467
526,heart_rate,37.6237
527,heart_rate,43.6481
528,heart_rate,64.8273
529,heart_rate,14.6195
530,heart_rate,61.521
531,heart_rate,35.9775
532,heart_rate,21.5456
533,heart_rate,20.1061
534,heart_rate,5.9177
535,heart_rate,46.8419
536,heart_rate,31.0051
537,heart_rate,56.7053
538,heart_rate,62.8055
539,heart_rate,46.0902
540,heart_rate,7.2374
541,heart_rate,7.3109
542,heart_rate,14.3612
543,heart_rate,30.1714
544,heart_rate,65.253
545,heart_rate,58.9331
546,heart_rate,40.1112
547,heart_rate,49.8329
548,heart_rate,40.7506
549,heart_rate,4.2409
550,heart_rate,18.9106
551,heart_rate,21.9367
552,heart_rate,51.2071
553,heart_rate,52.5571
554,heart_rate,7.616
555,heart_rate,33.1688
556,heart_rate,10.1535
557,heart_rate,70.8121
558,heart_rate,16.9419
559,heart_rate,45.455
560,heart_rate,38.9574
561,heart_rate,30.2493
562,heart_rate,56.605
563,heart_rate,48.1178
564,heart_rate,35.013
565,heart_rate,33.1752
566,heart_rate,48.7161
567,heart_rate,58.8726
568,heart_rate,19.9384
569,heart_rate,69.5588
570,heart_rate,47.5502
571,heart_rate,23.7766
572,heart_rate,39.4241
573,heart_rate,9.1586
574,heart_rate,15.1392
575,heart_rate,18.9831
576,heart_rate,38.2311
577,heart_rate,64.4367
578,heart_rate,2.1552
579,heart_rate,59.8942
580,heart_rate,58.5582
581,heart_rate,42.4289
582,heart_rate,10.4014
583,heart_rate,7.3314
584,heart_rate,2.7238
585,heart_rate,65.458
586,heart_rate,12.2218
587,heart_rate,17.0928
588,heart_rate,60.2693
589,heart_rate,44.2592
590,heart_rate,23.0154
591,heart_rate,28.2324
592,heart_rate,1.8697
593,heart_rate,49.1859
594,heart_rate,28.423
595,heart_rate,17.6098
596,heart_rate,65.317
597,heart_rate,1.5973
598,heart_rate,54.5808
599,heart_rate,23.7725
600,heart_rate,5.4697
601,heart_rate,44.4486
602,heart_rate,12.6486
603,heart_rate,28.8412
604,heart_rate,33.9779
605,heart_rate,44.1616
606,heart_rate,70.6483
607,heart_rate,7.0919
608,heart_rate,23.47
609,heart_rate,39.0744
610,heart_rate,68.201
611,heart_rate,37.1136
612,heart_rate,7.7215
613,heart_rate,18.9848
614,heart_rate,43.2644
615,heart_rate,63.7015
616,heart_rate,52.7097
617,heart_rate,59.6016
618,heart_rate,38.3921
619,heart_rate,60.9149
620,heart_rate,20.4473
621,heart_rate,22.8297
622,heart_rate,7.7719
623,heart_rate,18.8487
624,heart_rate,53.6747
625,heart_rate,27.7233
626,heart_rate,32.6792
627,heart_rate,25.7086
628,heart_rate,16.0457
629,heart_rate,68.0489
630,heart_rate,29.736
631,heart_rate,54.0586
632,heart_rate,42.9158
633,heart_rate,70.7709
634,heart_rate,53.4158
635,heart_rate,47.6384
636,heart_rate,35.6619
637,heart_rate,14.0041
638,heart_rate,18.9698
639,heart_rate,15.9763
640,heart_rate,4.2788
641,heart_rate,36.7764
642,heart_rate,46.4363
643,heart_rate,58.0273
644,heart_rate,63.9225
645,heart_rate,47.2168
646,heart_rate,29.2355
647,heart_rate,33.4181
648,heart_rate,6.867
649,heart_rate,37.4436
650,heart_rate,15.1678
651,heart_rate,8.5959
652,heart_rate,18.72
653,heart_rate,21.264
654,heart_rate,26.608
655,heart_rate,43.0672
656,heart_rate,74.1409
657,heart_rate,37.7474
658,heart_rate,10.1993
659,heart_rate,63.7879
660,heart_rate,23.3195
661,heart_rate,9.284
662,heart_rate,59.7036
663,heart_rate,0.9327
664,heart_rate,48.7643
665,heart_rate,54.9383
666,heart_rate,27.9632
667,heart_rate,23.8362
668,heart_rate,17.0787
669,heart_rate,38.4849
670,heart_rate,42.0045
671,heart_rate,16.6208
672,heart_rate,45.0073
673,heart_rate,44.3278
674,heart_rate,1.3837
675,heart_rate,34.8443
676,heart_rate,65.4736
677,heart_rate,16.7053
678,heart_rate,52.9939
679,heart_rate,39.1642
680,heart_rate,8.5032
681,heart_rate,37.1776
682,heart_rate,32.0352
683,heart_rate,70.0363
684,heart_rate,42.199
685,heart_rate,37.4837
686,heart_rate,25.3094
687,heart_rate,10.1383
688,heart_rate,69.71
689,heart_rate,47.6108
690,heart_rate,16.3175
691,heart_rate,9.8891
692,heart_rate,30.7968
693,heart_rate,46.7995
694,heart_rate,23.373
695,heart_rate,5.2624
696,heart_rate,48.9465
697,heart_rate,55.8987
698,heart_rate,46.3037
699,heart_rate,51.588
700,heart_rate,52.9977
701,heart_rate,63.1667
702,heart_rate,25.8309
703,heart_rate,45.4503
704,heart_rate,21.7496
705,heart_rate,5.6548
706,heart_rate,9.7596
707,heart_rate,62.3884
708,heart_rate,12.4341
709,heart_rate,29.0449
710,heart_rate,17.5976
711,heart_rate,60.3084
712,heart_rate,73.2277
713,heart_rate,22.3862
714,heart_rate,41.648
715,heart_rate,23.4792
716,heart_rate,23.7294
717,heart_rate,10.025
718,heart_rate,48.809
719,heart_rate,23.3209
720,heart_rate,52.9241
721,heart_rate,48.2158
722,heart_rate,66.5931
723,heart_rate,16.2156
724,heart_rate,48.7421
725,heart_rate,15.9271
726,heart_rate,69.9007
727,heart_rate,27.1186
728,heart_rate,23.1952
729,heart_rate,11.1655
730,heart_rate,17.696
731,heart_rate,0.3273
732,heart_rate,45.4528
733,heart_rate,2.7929
734,heart_rate,15.1619
735,heart_rate,31.29
736,heart_rate,47.8858
737,heart_rate,33.4339
738,heart_rate,1.2598
739,heart_rate,61.9548
740,heart_rate,39.9543
741,heart_rate,14.0848
742,heart_rate,19.7485
743,heart_rate,26.8396
744,heart_rate,47.9597
745,heart_rate,42.6126
746,heart_rate,33.3403
747,heart_rate,3.7704
748,heart_rate,23.5003
749,heart_rate,42.7616
750,heart_rate,38.2212
751,heart_rate,61.7497
752,heart_rate,9.8529
753,heart_rate,36.5764
754,heart_rate,27.6847
755,heart_rate,71.9585
756,heart_rate,39.2619
757,heart_rate,54.2995
758,heart_rate,65.4965
759,heart_rate,39.8056
760,heart_rate,63.5313
761,heart_rate,15.6343
762,heart_rate,55.8018
763,heart_rate,0.1717
764,heart_rate,8.98
765,heart_rate,11.6322
766,heart_rate,64.6473
767,heart_rate,29.1805
768,heart_rate,41.4034
769,heart_rate,59.4601
770,heart_rate,36.3765
771,heart_rate,21.9841
772,heart_rate,44.3986
773,heart_rate,69.5633
774,heart_rate,48.5061
775,heart_rate,55.6905
776,heart_rate,71.3458
777,heart_rate,45.5867
778,heart_rate,35.4307
779,heart_rate,32.5345
780,heart_rate,15.4124
781,heart_rate,37.6881
782,heart_rate,34.806
783,heart_rate,8.587
784,heart_rate,35.9044
785,heart_rate,25.4113
786,heart_rate,6.5004
787,heart_rate,1.1542
788,heart_rate,43.0046
789,heart_rate,71.5038
790,heart_rate,46.8659
791,heart_rate,33.1177
792,heart_rate,47.0936
793,heart_rate,7.9254
794,heart_rate,30.851
795,heart_rate,42.2215
796,heart_rate,55.4477
797,heart_rate,71.3104
798,heart_rate,63.3753
799,heart_rate,40.8593
800,heart_rate,66.9379
801,heart_rate,22.7509
802,heart_rate,59.5553
803,heart_rate,39.8113
804,heart_rate,8.1923
805,heart_rate,72.8209
806,heart_rate,61.6843
807,heart_rate,11.2833
808,heart_rate,44.6527
809,heart_rate,35.9846
810,heart_rate,20.7482
811,heart_rate,55.1068
812,heart_rate,41.3359
813,heart_rate,57.078
814,heart_rate,43.4884
815,heart_rate,29.1918
816,heart_rate,18.9568
817,heart_rate,61.6919
818,heart_rate,2.6844
819,heart_rate,10.6527
820,heart_rate,19.974
821,heart_rate,17.8251
822,heart_rate,64.1532
823,heart_rate,38.9303
824,heart_rate,13.1306
825,heart_rate,55.0723
826,heart_rate,11.2043
827,heart_rate,51.639
828,heart_rate,42.0826
829,heart_rate,35.8586
830,heart_rate,73.4117
831,heart_rate,65.6938
832,heart_rate,57.8171
833,heart_rate,51.3379
834,heart_rate,69.1169
835,heart_rate,32.9449
836,heart_rate,51.9062
837,heart_rate,19.6324
838,heart_rate,67.2522
839,heart_rate,72.1407
840,heart_rate,72.4525
841,heart_rate,24.1116
842,heart_rate,71.1543
843,heart_rate,53.6199
844,heart_rate,40.5579
845,heart_rate,28.7624
846,heart_rate,29.4815
847,heart_rate,67.6891
848,heart_rate,36.6619
849,heart_rate,36.2077
850,heart_rate,63.1346
851,heart_rate,18.3251
852,heart_rate,45.2184
853,heart_rate,16.4416
854,heart_rate,38.1018
855,heart_rate,21.8763
856,heart_rate,45.7357
857,heart_rate,20.9458
858,heart_rate,35.0864
859,heart_rate,50.1916
860,heart_rate,4.631
861,heart_rate,3.7643
862,heart_rate,4.6155
863,heart_rate,15.2098
864,heart_rate,13.4284
865,heart_rate,8.6645
866,heart_rate,61.7862
867,heart_rate,65.1904
868,heart_rate,54.3532
869,heart_rate,20.3044
870,heart_rate,29.2465
871,heart_rate,40.7466
872,heart_rate,9.44
873,heart_rate,66.7454
874,heart_rate,16.4786
875,heart_rate,56.959
876,heart_rate,0.9285
877,heart_rate,1.7801
878,heart_rate,66.2281
879,heart_rate,41.5552
880,heart_rate,11.1257
881,heart_rate,51.6567
882,heart_rate,61.5642
883,heart_rate,54.9317
884,heart_rate,7.3926
885,heart_rate,23.8061
886,heart_rate,61.5226
887,heart_rate,20.061
888,heart_rate,14.5045
889,heart_rate,22.8816
890,heart_rate,57.0418
891,heart_rate,0.3087
892,heart_rate,68.4024
893,heart_rate,2.9057
894,heart_rate,68.4569
895,heart_rate,31.4135
896,heart_rate,60.3902
897,heart_rate,54.6862
898,heart_rate,53.8474
899,heart_rate,43.7717
900,heart_rate,50.7053
901,heart_rate,63.8412
902,heart_rate,42.8366
903,heart_rate,6.0948
904,heart_rate,34.0206
905,heart_rate,50.0609
906,heart_rate,25.0784
907,heart_rate,2.718
908,heart_rate,7.2081
909,heart_rate,45.2694
910,heart_rate,53.054
911,heart_rate,0.6199
912,heart_rate,56.3026
913,heart_rate,17.1905
914,heart_rate,65.308
915,heart_rate,20.9274
916,heart_rate,32.9581
917,heart_rate,21.0942
918,heart_rate,12.6545
919,heart_rate,24.2711
920,heart_rate,1.6247
921,heart_rate,65.8108
922,heart_rate,66.0402
923,heart_rate,21.9704
924,heart_rate,29.231
925,heart_rate,16.4526
926,heart_rate,41.6225
927,heart_rate,28.1854
928,heart_rate,31.0509
929,heart_rate,18.2266
930,heart_rate,4.1145
931,heart_rate,23.8405
932,heart_rate,7.2
933,heart_rate,27.4211
934,heart_rate,1.0986
935,heart_rate,47.2535
936,heart_rate,33.9042
937,heart_rate,5.9776
938,heart_rate,50.2421
939,heart_rate,28.2054
940,heart_rate,17.0177
941,heart_rate,16.4414
942,heart_rate,58.7309
943,heart_rate,42.0819
944,heart_rate,33.6435
945,heart_rate,4.9831
946,heart_rate,25.0688
947,heart_rate,25.3026
948,heart_rate,65.5229
949,heart_rate,68.1338
950,heart_rate,22.3996
951,heart_rate,40.124
952,heart_rate,39.9111
953,heart_rate,65.8869
954,heart_rate,58.962
955,heart_rate,4.899
956,heart_rate,14.1309
957,heart_rate,56.1115
958,heart_rate,2.3516
959,heart_rate,49.4213
960,heart_rate,13.5703
961,heart_rate,60.5929
962,heart_rate,48.8692
963,heart_rate,29.2427
964,heart_rate,10.1347
965,heart_rate,51.8307
966,heart_rate,15.2018
967,heart_rate,70.1219
968,heart_rate,25.3049
969,heart_rate,34.6505
970,heart_rate,20.7192
971,heart_rate,37.8468
972,heart_rate,55.0669
973,heart_rate,14.9149
974,heart_rate,35.2116
975,heart_rate,55.6414
976,heart_rate,69.1342
977,heart_rate,5.6381
978,heart_rate,51.3569
979,heart_rate,47.1407
980,heart_rate,10.7524
981,heart_rate,59.9372
982,heart_rate,40.4893
983,heart_rate,32.7092
984,heart_rate,19.7362
985,heart_rate,71.8779
986,heart_rate,35.3485
987,heart_rate,48.2236
988,heart_rate,52.1468
989,heart_rate,58.6429
990,heart_rate,62.1168
991,heart_rate,38.0057
992,heart_rate,72.6489
993,heart_rate,0.0154
994,heart_rate,8.9858
995,heart_rate,6.1507
996,heart_rate,64.3235
997,heart_rate,19.7498
998,heart_rate,39.7209
999,heart_rate,45.9425
1000,heart_rate,27.5265
1001,heart_rate,63.6688
1002,heart_rate,37.7813
1003,heart_rate,51.2639
1004,heart_rate,17.2745
1005,heart_rate,20.5285
1006,heart_rate,48.6892
1007,heart_rate,51.6645
1008,heart_rate,1.9152
1009,heart_rate,25.4734
1010,heart_rate,63.0028
1011,heart_rate,11.1116
1012,heart_rate,46.0036
1013,heart_rate,32.9035
1014,heart_rate,57.5004
1015,heart_rate,61.7549
1016,heart_rate,4.4692
1017,heart_rate,51.13
1018,heart_rate,28.3087
1019,heart_rate,35.9403
1020,heart_rate,28.4806
1021,heart_rate,6.653
1022,heart_rate,48.3303
1023,heart_rate,4.3732
1024,heart_rate,28.1248
1025,heart_rate,11.3644
1026,heart_rate,50.7966
1027,heart_rate,1.1782
1028,heart_rate,64.3086
1029,heart_rate,56.2294
1030,heart_rate,7.0834
1031,heart_rate,55.5232
1032,heart_rate,34.788
1033,heart_rate,35.2311
1034,heart_rate,22.4407
1035,heart_rate,17.9233
1036,heart_rate,56.7661
1037,heart_rate,32.2775
1038,heart_rate,49.3073
1039,heart_rate,65.5492
1040,heart_rate,35.4218
1041,heart_rate,17.2104
1042,heart_rate,18.7384
1043,heart_rate,70.4212
1044,heart_rate,66.8495
1045,heart_rate,46.3416
1046,heart_rate,46.7986
1047,heart_rate,71.1231
1048,heart_rate,21.7158
1049,heart_rate,19.5705
1050,heart_rate,6.4178
1051,heart_rate,49.4926
1052,heart_rate,51.5596
1053,heart_rate,17.7885
1054,heart_rate,4.8185
1055,heart_rate,31.1673
1056,heart_rate,12.6132
1057,heart_rate,15.5354
1058,heart_rate,20.1845
1059,heart_rate,40.2772
1060,heart_rate,39.8717
1061,heart_rate,25.0454
1062,heart_rate,47.3552
1063,heart_rate,49.953
1064,heart_rate,25.5339
1065,heart_rate,48.8448
1066,heart_rate,64.2301
1067,heart_rate,19.5741
1068,heart_rate,60.5646
1069,heart_rate,44.5451
1070,heart_rate,60.9619
1071,heart_rate,8.0091
1072,heart_rate,25.1934
1073,heart_rate,40.2016
1074,heart_rate,30.4913
1075,heart_rate,61.6281
